TXN_ID,REQUEST_TYPE,TOKEN_ID,TOKEN_VALUE,AMOUNT,STATUS,TYPE,PURPOSE,CREATED_DATE,UPDATED_DATE
BANKREBAL61490afe380a4b97baed117c8d,ABAS-BANK-INPUT,0286a39dd25606131d397f3464fae0e5f03f8c09a96f9d737d473bf28a3b704d,200000,10000000,C,ABAS-BANK-MERGE,,27:12.3,
BANKREBAL61490afe380a4b97baed117c8d,ABAS-BANK-INPUT,db0f9301aedac32e9fac90cac811fdfecb8041e20f27cc83587213dbc9afe936,200000,10000000,C,ABAS-BANK-MERGE,,27:12.3,
BANKREBAL82b4e0677c0e4160af4baa2500,ABAS-BANK-INPUT,f295dfca2a979150927fc081613d08920caaa3bc98f286ecd78df01d5af3a6d6,200000,10000000,C,ABAS-BANK-MERGE,,27:12.8,
BANKREBAL82b4e0677c0e4160af4baa2500,ABAS-BANK-INPUT,bb2b3e80729430b601cc8e344fee8d95fa47043334b6dda7864aa296d3574d57,200000,10000000,C,ABAS-BANK-MERGE,,27:12.8,
BANKREBAL82b4e0677c0e4160af4baa2500,ABAS-BANK-INPUT,eb702c21021c1266e1a28e5e40cdfa6f79ca2ec5ae5c197a0fcb372ec561a1e8,200000,10000000,C,ABAS-BANK-MERGE,,27:12.8,
BANKREBAL82b4e0677c0e4160af4baa2500,ABAS-BANK-INPUT,82dd73e81cc0a540966399670c264b2fe5928d51a2ead9c2617e5a2654c74c0f,200000,10000000,C,ABAS-BANK-MERGE,,27:12.8,
BANKREBAL82b4e0677c0e4160af4baa2500,ABAS-BANK-INPUT,810be24762b1e7d45ef71eb377e3d541eb61b275d209627b35ad6d74009737bd,200000,10000000,C,ABAS-BANK-MERGE,,27:12.8,
BANKREBAL82b4e0677c0e4160af4baa2500,ABAS-BANK-INPUT,29d3c807965051e900da86e80971f264eb2f459a3a879ab64f92ae8957e0ed44,200000,10000000,C,ABAS-BANK-MERGE,,27:12.8,
BANKREBAL82b4e0677c0e4160af4baa2500,ABAS-BANK-INPUT,62f563a197bd09d4dbbeb31e2548659200ba623c8c951c909194abd62e6b9f52,200000,10000000,C,ABAS-BANK-MERGE,,27:12.8,
BANKREBALc93566acd86c4de59f4508d7ac,ABAS-BANK-INPUT,205bebfc5a4f8b49beca3a4a2fcccc8f5de4a609886b83acdd61018cb64c333d,200000,10000000,C,ABAS-BANK-MERGE,,27:13.3,
BANKREBALc93566acd86c4de59f4508d7ac,ABAS-BANK-INPUT,be6a29e3069e48b6cae790ab905cf47280e8a4f36d6b38d34399c515bfe4a540,200000,10000000,C,ABAS-BANK-MERGE,,27:13.3,
BANKREBALc93566acd86c4de59f4508d7ac,ABAS-BANK-INPUT,7723cbd248c7295d1862e05bf2f071682f38ad7d7e951f0be32a74e12a9255ce,200000,10000000,C,ABAS-BANK-MERGE,,27:13.3,
BANKREBALc93566acd86c4de59f4508d7ac,ABAS-BANK-INPUT,17317556017a647c2e0e31fe5ee4efc06a3e3ea216a0b3e48e44564540ccfe13,200000,10000000,C,ABAS-BANK-MERGE,,27:13.3,
BANKREBALc93566acd86c4de59f4508d7ac,ABAS-BANK-INPUT,fe4354a87e9e75684b840fb4a142cc86d3650a99755b075b10548644caddb4cf,200000,10000000,C,ABAS-BANK-MERGE,,27:13.3,
BANKREBALc93566acd86c4de59f4508d7ac,ABAS-BANK-INPUT,63fa6bb49bb3e347198b467d5313c30515413f01c9790d1055e5d5cd6e8fb4ac,200000,10000000,C,ABAS-BANK-MERGE,,27:13.3,
BANKREBALc93566acd86c4de59f4508d7ac,ABAS-BANK-INPUT,e0a5d2d9abbf7089f83e935d0d0d0c100ebfa4bc73e2f8d977330ebb3459a17f,200000,10000000,C,ABAS-BANK-MERGE,,27:13.3,
BANKREBAL84d53b03f0e744369ed8a46e27,ABAS-BANK-INPUT,ce4504ca9af968ffaa3a638fede13ae80757fd166befb560ec82d52ec0f7d500,200000,10000000,C,ABAS-BANK-MERGE,,27:13.7,
BANKREBAL84d53b03f0e744369ed8a46e27,ABAS-BANK-INPUT,006cfc609ed923db3343ad321fe0f9c5a0610dacf8fe3d11a301adc9dcb41c17,200000,10000000,C,ABAS-BANK-MERGE,,27:13.7,
BANKREBAL84d53b03f0e744369ed8a46e27,ABAS-BANK-INPUT,c1016878ca834f2fc855fdedba8bd55cb31898594d4c30c701cb2723563fb8fa,200000,10000000,C,ABAS-BANK-MERGE,,27:13.7,
BANKREBAL84d53b03f0e744369ed8a46e27,ABAS-BANK-INPUT,86f92a3495565901c71a08626f1d86be9c10650525e08c8605081bdab49c57b6,200000,10000000,C,ABAS-BANK-MERGE,,27:13.7,
BANKREBAL84d53b03f0e744369ed8a46e27,ABAS-BANK-INPUT,f3e9a1d7be15f68fe38cf0959e777e12a80bcd3a79b2e7c2258d9443e9165b37,200000,10000000,C,ABAS-BANK-MERGE,,27:13.7,
BANKREBAL84d53b03f0e744369ed8a46e27,ABAS-BANK-INPUT,1191bdae0245d020b683b537fc0c970688b44870681299fa8ca8cc50d4a9e246,200000,10000000,C,ABAS-BANK-MERGE,,27:13.7,
BANKREBAL84d53b03f0e744369ed8a46e27,ABAS-BANK-INPUT,17c1e7e45271665bfcf582383e3982f0d88d03d95a76213f4586ef3f2733ffa5,200000,10000000,C,ABAS-BANK-MERGE,,27:13.7,
BANKREBAL2e0e307ea2fc4a85bda25a3406,ABAS-BANK-INPUT,b8737e8ef565b13b778661cc91dd96666db7ff0785a74ed986cec36ed24d285f,200000,10000000,C,ABAS-BANK-MERGE,,27:14.2,
BANKREBAL2e0e307ea2fc4a85bda25a3406,ABAS-BANK-INPUT,6e46c17b0a87af0ccc728e69b0e227765a420a33cd65636f38940b80bb7e05ff,200000,10000000,C,ABAS-BANK-MERGE,,27:14.2,
BANKREBAL2e0e307ea2fc4a85bda25a3406,ABAS-BANK-INPUT,c2023779f6679ac2d8ac8f2e1a28615f82912676a77a4e17a9f24959297f5058,200000,10000000,C,ABAS-BANK-MERGE,,27:14.2,
BANKREBAL2e0e307ea2fc4a85bda25a3406,ABAS-BANK-INPUT,382e70fb3f22b455e6c7d13ae7f84750a770e08dfec05fa388f5e4f2a0a820ce,200000,10000000,C,ABAS-BANK-MERGE,,27:14.2,
BANKREBAL2e0e307ea2fc4a85bda25a3406,ABAS-BANK-INPUT,c9dae18f27e8fe71274baa993a7053801e4396b6cdc8fbb1a38f1f747e8623e8,200000,10000000,C,ABAS-BANK-MERGE,,27:14.2,
BANKREBAL2e0e307ea2fc4a85bda25a3406,ABAS-BANK-INPUT,e8d8fb15efc32f799c5022575b943cbfedaca10ced63e25a3059fbb20fb3de78,200000,10000000,C,ABAS-BANK-MERGE,,27:14.2,
BANKREBAL2e0e307ea2fc4a85bda25a3406,ABAS-BANK-INPUT,52ec666824f7a0b00fc2ddef1ad69c657b4687cc9f7ad41d7b6ee7680c758687,200000,10000000,C,ABAS-BANK-MERGE,,27:14.2,
BANKREBAL0b3151323095401487d128f028,ABAS-BANK-OUTPUT,68c76ce19c76f7e66d0ee824c9a2ad247437b625d27e3756fe3ba4b83bae8943,1000000,10000000,C,ABAS-BANK-MERGE,,27:14.4,
BANKREBAL0b3151323095401487d128f028,ABAS-BANK-OUTPUT,058af3cef517258b5c3b1ca6b77e2021f5b882413f22b821603e387a9091ef08,1000000,10000000,C,ABAS-BANK-MERGE,,27:14.4,
BANKREBAL0b3151323095401487d128f028,ABAS-BANK-OUTPUT,9bb3db62df3e65c68cca265a4a86fe2a730eb652d2141e34387e4a792670df36,1000000,10000000,C,ABAS-BANK-MERGE,,27:14.4,
BANKREBAL0b3151323095401487d128f028,ABAS-BANK-OUTPUT,a5c6d80498ceae9400e2416be40420b595537a3b5e9f11d254465148c4672d9f,1000000,10000000,C,ABAS-BANK-MERGE,,27:14.4,
BANKREBAL0b3151323095401487d128f028,ABAS-BANK-OUTPUT,2a48596db43e301023cd0ad20c836e51beb6e3b7d7687c796a51e026fe9eadbe,1000000,10000000,C,ABAS-BANK-MERGE,,27:14.4,
BANKREBAL0b3151323095401487d128f028,ABAS-BANK-OUTPUT,b5cd70735f0a07eb827f6802f6b349c002845b6c62f8422b10b4201ea34cbd69,1000000,10000000,C,ABAS-BANK-MERGE,,27:14.4,
BANKREBAL0b3151323095401487d128f028,ABAS-BANK-OUTPUT,be0a85660e57d2193dd76b426dce9b347a3548a48cfc44f134371b3cb03340f8,1000000,10000000,C,ABAS-BANK-MERGE,,27:14.4,
BANKREBALa001071a45844164a284779388,ABAS-BANK-INPUT,29fa1b1168fe5e07e2ae3f350391d253988de4ede8ff526dff632a79a898bccf,200000,10000000,C,ABAS-BANK-MERGE,,27:14.9,
BANKREBALa001071a45844164a284779388,ABAS-BANK-INPUT,d9ea58485dfb5c654a4faf7c4174e5c5a08f87c8cc7a90ea0da46f9cbbe7a9e6,200000,10000000,C,ABAS-BANK-MERGE,,27:14.9,
BANKREBALa001071a45844164a284779388,ABAS-BANK-INPUT,1a5a6f5ebee29eac04dfcd0455d8facc06885098475a1c8289cf4b14badbed17,200000,10000000,C,ABAS-BANK-MERGE,,27:14.9,
BANKREBALa001071a45844164a284779388,ABAS-BANK-INPUT,4fc660640036767d2c1b5c490b5ccdd31c517abdf377a3c31c82ff047eb7af4b,200000,10000000,C,ABAS-BANK-MERGE,,27:14.9,
BANKREBALa001071a45844164a284779388,ABAS-BANK-INPUT,5c349b106d38f261dc1f81efe0ae06e9bded6705f7e67330b691bddd2ef5340b,200000,10000000,C,ABAS-BANK-MERGE,,27:14.9,
BANKREBALa001071a45844164a284779388,ABAS-BANK-OUTPUT,639776b94e72b2a14ba4c5c26e2d059a5205a121dcc3300c9ff7e2a5a41382c7,1000000,10000000,C,ABAS-BANK-MERGE,,27:14.9,
BANKREBALa001071a45844164a284779388,ABAS-BANK-OUTPUT,8d8a53c4a0aadc506d429cc229e91cef81d134b58ffcaa93c01d13dac87840ac,1000000,10000000,C,ABAS-BANK-MERGE,,27:14.9,
BANKREBALd2f3948dc25244bbb87a58d8b3,ABAS-BANK-INPUT,27cd7649e4d03a87685315792b201ed4f461da8e3d4041322bdd8d97ddf850a2,200000,10000000,C,ABAS-BANK-MERGE,,27:15.4,
BANKREBALd2f3948dc25244bbb87a58d8b3,ABAS-BANK-INPUT,93921b5badae0b92b8e78088f3c4e7b21f0ac9de38618afdee71e17edb79ad07,200000,10000000,C,ABAS-BANK-MERGE,,27:15.4,
BANKREBALd2f3948dc25244bbb87a58d8b3,ABAS-BANK-INPUT,238e47d4dcc8182885b1bc498b1568c71bca56eee9b02814266b64509fa2d728,200000,10000000,C,ABAS-BANK-MERGE,,27:15.4,
BANKREBALd2f3948dc25244bbb87a58d8b3,ABAS-BANK-INPUT,ca58542796ab67c39292f2164574b2857218a60354bdd6e56a5ba4eee0ab3b11,200000,10000000,C,ABAS-BANK-MERGE,,27:15.4,
BANKREBALd2f3948dc25244bbb87a58d8b3,ABAS-BANK-INPUT,1b4530caa2973a5460a75b8dcefeb66c214b740bd3c73296186e8b73fd6e4dfc,200000,10000000,C,ABAS-BANK-MERGE,,27:15.4,
BANKREBALd2f3948dc25244bbb87a58d8b3,ABAS-BANK-INPUT,abcab532747600a5da184c6ee84a5e7450c84deac5213fd8b609fa58b9f23823,200000,10000000,C,ABAS-BANK-MERGE,,27:15.4,
BANKREBALd2f3948dc25244bbb87a58d8b3,ABAS-BANK-INPUT,e7a4de337025e5d39063268b631721e2509432efdc87e85307c982f030999bf8,200000,10000000,C,ABAS-BANK-MERGE,,27:15.4,
BANKREBAL223bff9906514f53a821b25339,ABAS-BANK-INPUT,09962142434bfa253eecd67d1fac01521d257a5bd41d34e2e44be875dd4f634e,200000,10000000,C,ABAS-BANK-MERGE,,27:16.0,
BANKREBAL223bff9906514f53a821b25339,ABAS-BANK-INPUT,d346e9e7cd12694ef7bda62bd8c100db6b7952d1e9ab8df2877fbf070e207da9,200000,10000000,C,ABAS-BANK-MERGE,,27:16.0,
BANKREBAL223bff9906514f53a821b25339,ABAS-BANK-INPUT,6f5792f7647afcc794bd3c448c99af5558704341ea203ddbcb7c18bbc605c27d,200000,10000000,C,ABAS-BANK-MERGE,,27:16.0,
BANKREBAL223bff9906514f53a821b25339,ABAS-BANK-INPUT,ab00f04bf3bbc5f13128f19c4a07b4d77e847ccc5c2c5b7afff73d208f04fbdf,200000,10000000,C,ABAS-BANK-MERGE,,27:16.0,
BANKREBAL223bff9906514f53a821b25339,ABAS-BANK-INPUT,8a336894e39fff2fd1c5b02267d22f757f8128af84ec43d591f16241e666d24c,200000,10000000,C,ABAS-BANK-MERGE,,27:16.0,
BANKREBAL223bff9906514f53a821b25339,ABAS-BANK-INPUT,6aa6349d655653c9c42788ae1ce8f055ea5af0647a3b66bc4240e6788b71d5ff,200000,10000000,C,ABAS-BANK-MERGE,,27:16.0,
BANKREBAL223bff9906514f53a821b25339,ABAS-BANK-INPUT,16698040e7f3303a81095483bac20c0839ac263f6a6beefb882b67a78a2b82ee,200000,10000000,C,ABAS-BANK-MERGE,,27:16.0,
BANKREBAL288fc13a13984ed3afa2147ad5,ABAS-BANK-INPUT,0e67d73a996e9d00fe795876f545f423588174a916c83566e2c77d97401b9263,200000,10000000,C,ABAS-BANK-MERGE,,27:16.4,
BANKREBAL288fc13a13984ed3afa2147ad5,ABAS-BANK-INPUT,40f493e1ef5c3f8517f3367031542637a062aa271e729e674afde00113bec061,200000,10000000,C,ABAS-BANK-MERGE,,27:16.4,
BANKREBAL288fc13a13984ed3afa2147ad5,ABAS-BANK-INPUT,5fa476158d855c7896dd8efe03924e17bbe1d5488da197cb49fb960f095865c6,200000,10000000,C,ABAS-BANK-MERGE,,27:16.4,
BANKREBAL288fc13a13984ed3afa2147ad5,ABAS-BANK-INPUT,1e5b9aaf7195b93c9a41275163e5f0d59a31397f4ad49f55053663c8227fdbf1,200000,10000000,C,ABAS-BANK-MERGE,,27:16.4,
BANKREBAL288fc13a13984ed3afa2147ad5,ABAS-BANK-INPUT,12581213bb05c0291ee53f0320264e5e5ea69b87f63a013a26f8ec91fabb8d71,200000,10000000,C,ABAS-BANK-MERGE,,27:16.4,
BANKREBAL288fc13a13984ed3afa2147ad5,ABAS-BANK-INPUT,12884ce2e57db3576eacbf44d6539eaa2e7194dec2570add8949ee52500b61b9,200000,10000000,C,ABAS-BANK-MERGE,,27:16.4,
BANKREBAL288fc13a13984ed3afa2147ad5,ABAS-BANK-INPUT,d286502398473c7a872c2fccf97b32f0936f3e442d53535bb36b9c4c44b4b886,200000,10000000,C,ABAS-BANK-MERGE,,27:16.4,
BANKREBAL5a5a1559da234f048b9ca88d24,ABAS-BANK-INPUT,9ac82c86a34a0059bbac93d3e99d3dd83f4f4b53578d80cc34c03a03e0596e68,200000,10000000,C,ABAS-BANK-MERGE,,27:16.9,
BANKREBAL5a5a1559da234f048b9ca88d24,ABAS-BANK-INPUT,13f24b41f23d32ced7b1e83cb5198d9439ff9e76f2989b4d75a9c94433fc6ed1,200000,10000000,C,ABAS-BANK-MERGE,,27:16.9,
BANKREBAL5a5a1559da234f048b9ca88d24,ABAS-BANK-INPUT,1d5e41314b7a7ea7e531626ec56065054ffa47848f85ac03a9743462f6959426,200000,10000000,C,ABAS-BANK-MERGE,,27:16.9,
BANKREBAL5a5a1559da234f048b9ca88d24,ABAS-BANK-INPUT,263b1fcd546b16eed4075224bebeb596b018a033cc9aa44efdeccfbcf6366270,200000,10000000,C,ABAS-BANK-MERGE,,27:16.9,
BANKREBAL5a5a1559da234f048b9ca88d24,ABAS-BANK-INPUT,320afb36cfbc1d7bd2563ada5747d147ac007dab5a1f5be71dc495f9b5218175,200000,10000000,C,ABAS-BANK-MERGE,,27:16.9,
BANKREBAL5a5a1559da234f048b9ca88d24,ABAS-BANK-INPUT,c4bf3ccb9f482e1c772433cf34dc9ba0d7ae394ff003732d12b37c1695dc7050,200000,10000000,C,ABAS-BANK-MERGE,,27:16.9,
BANKREBAL5a5a1559da234f048b9ca88d24,ABAS-BANK-INPUT,b610ae2c8bdaf60adb5d615adc83944434ec1b2d9b10a7c53b90ac994c3912b9,200000,10000000,C,ABAS-BANK-MERGE,,27:16.9,
BANKREBAL20acbac32ab045af850d6a81c6,ABAS-BANK-INPUT,fb7ef07ee9b85205fdd1e4e3bb813074069a3ff3275a7e91d6f3daafea86f68f,200000,10000000,C,ABAS-BANK-MERGE,,27:17.3,
BANKREBAL20acbac32ab045af850d6a81c6,ABAS-BANK-INPUT,4c83bb76a1eae20938be7c865d8b03ebb7cca3bee6d8afabbb992e86ac6f2925,200000,10000000,C,ABAS-BANK-MERGE,,27:17.3,
BANKREBAL20acbac32ab045af850d6a81c6,ABAS-BANK-INPUT,010dd8f87caf733e30410a284a1a53243655d14af857b2453ed1e4abb55c881f,200000,10000000,C,ABAS-BANK-MERGE,,27:17.3,
BANKREBAL20acbac32ab045af850d6a81c6,ABAS-BANK-INPUT,0beff955e9dc72a7251ac7b39912829116c687403bd78ec96e4ec0bd66d039f8,200000,10000000,C,ABAS-BANK-MERGE,,27:17.3,
BANKREBAL20acbac32ab045af850d6a81c6,ABAS-BANK-INPUT,ac0d35cd7007f86103411805f21f589e1820834e4b2d59dd0def78bbecdb67a2,200000,10000000,C,ABAS-BANK-MERGE,,27:17.3,
BANKREBAL20acbac32ab045af850d6a81c6,ABAS-BANK-INPUT,9ca59f6a6a8d245801b43c7c47ce2b6eafbd0e2f2f0036d2696dbc90b4b88de6,200000,10000000,C,ABAS-BANK-MERGE,,27:17.3,
BANKREBAL20acbac32ab045af850d6a81c6,ABAS-BANK-INPUT,2ba9205925310f8caf942692eaa4228417da369116e9a0373161470d2191050f,200000,10000000,C,ABAS-BANK-MERGE,,27:17.3,
BANKREBAL6cd3885f5825470f8e03a993d8,ABAS-BANK-OUTPUT,148c307f307855ba8341dafb58dfa922a5b72a0672052610ac315a18cebc6733,1000000,10000000,C,ABAS-BANK-MERGE,,27:17.6,
BANKREBAL6cd3885f5825470f8e03a993d8,ABAS-BANK-OUTPUT,4414f6293c12bd83e324ac7c9ccafc825ef077b2f970525f064b155ae3ac6c21,1000000,10000000,C,ABAS-BANK-MERGE,,27:17.6,
BANKREBAL6cd3885f5825470f8e03a993d8,ABAS-BANK-OUTPUT,35498e806790a184aa0c30a591481adb144670a733f1e45c09fa500e30ff1617,1000000,10000000,C,ABAS-BANK-MERGE,,27:17.6,
BANKREBALbab74db5e8c040d78977dcf7c2,ABAS-BANK-INPUT,6990110a5a004747aef31ea9e02b055ac0a72ef46d920dbbee1fc01e8383ee4d,200000,10000000,C,ABAS-BANK-MERGE,,27:17.8,
BANKREBALbab74db5e8c040d78977dcf7c2,ABAS-BANK-INPUT,e84570800dbffb0946a2bc339aebd3924fed4cf892befdf97c4744114cb3f96e,200000,10000000,C,ABAS-BANK-MERGE,,27:17.8,
BANKREBALbab74db5e8c040d78977dcf7c2,ABAS-BANK-INPUT,aaaa864ea8146a9eec46d482bf780242ce6d487d3aa1f8e2adfef367e1f0bc3f,200000,10000000,C,ABAS-BANK-MERGE,,27:17.8,
BANKREBALbab74db5e8c040d78977dcf7c2,ABAS-BANK-INPUT,613491843d35b119254e4ac46f64867f8f0ef1d983c3be98fdda43df4e96efd0,200000,10000000,C,ABAS-BANK-MERGE,,27:17.8,
IDFd163d5e484504ee49a4359b3903356e7,ABAS-BANK-INPUT,64d9cdcf209ef38d0ec9958786cc1e9cdd5f4f1df543afd6a197519decadbed0,110000,95000,C,ISSUE-U,ISSUE-U,38:01.9,38:02.1
IDF2ff074eee5074824b4d2966e46d3a6df,ABAS-OUTPUT,64df10e76b8ec58edb252f0898433add3a62d59397f5b0f653be3325d1d790b2,49400,100,P,REDEEM-U,REDEEM-U,37:44.6,
IDF6cc4777493d14adf9c8e872a833876f6,ABAS-INPUT,64df10e76b8ec58edb252f0898433add3a62d59397f5b0f653be3325d1d790b2,49400,200,R,PAY-OFFUS,PAY-OFFUS,46:43.6,46:49.0
IDFbZle3lQU68ogscPoydU6e6N5i0Yhk1lK,ABAS-OUTPUT,64e7c7ef5713390f8232c7488e2f603d1246836c80407ddf972ab54c431b1984,1018247,100000,C,PAY-ONUS,PAY-ONUS,28:15.9,28:16.5
IDFQCnSCc6L0FOrpATDCwq6gCDXWIdgTHjP,ABAS-INPUT,64e7c7ef5713390f8232c7488e2f603d1246836c80407ddf972ab54c431b1984,1018247,100000,C,PAY-ONUS,PAY-ONUS,28:36.4,28:36.9
IDFLGEyn6WcUPokTSCChdk4eNPEx66hmX72,ABAS-INPUT,64ee0438ff3d599df2d514e8b31504f2cde941d5179cbd90bb15378afbe17271,20000,49890,C,REDEEM-U,REDEEM-U,36:18.7,36:19.4
IDFsDei7PWrKXQNpjcFwI79UnDN6boxUPtw,ABAS-OUTPUT,64ee0438ff3d599df2d514e8b31504f2cde941d5179cbd90bb15378afbe17271,20000,20000,R,REDEEM-U,REDEEM-U,47:02.4,47:04.6
IDFb05decf31ece4c7cbb05530733e42951,ABAS-INPUT,64f1e82ef67328ca805fb7d11eccf922627623b38d8d928c893cf084d31544b6,100,200,C,PAY-ONUS,PAY-ONUS,41:07.9,41:12.5
IDFc4cb4dea307442f6a38ba0ccd59225e1,ABAS-OUTPUT,64f1e82ef67328ca805fb7d11eccf922627623b38d8d928c893cf084d31544b6,100,100,R,REDEEM-U,REDEEM-U,23:38.2,23:42.9
IDFEz81KyS6ZFByI6lvJpsovMLzWplp2AQk,ABAS-INPUT,64f309a81edcbc995fcf82523cba887ec76db4a14bbb3b7da3c02292b3d745c7,200,2,C,PAY-ONUS,PAY-ONUS,18:22.3,18:22.8
IDFgbbv6OwOs4BbC4UxQU9qpXJIwwUwKfJn,ABAS-OUTPUT,64f309a81edcbc995fcf82523cba887ec76db4a14bbb3b7da3c02292b3d745c7,200,200,R,REDEEM-U,REDEEM-U,00:09.6,00:11.8
IDF9CEbAVoS3h5RvMgL1tCvwVBZxRmAOUpS,ABAS-INPUT,64fe879c00885633e42f0f9763b3a07f850c90d8306c7599a58578db272af2b2,150,1000,C,ISSUE-U,ISSUE-U,44:30.3,44:30.7
ICIdr1744181557rDAgVZijJqSWIy5LMJjd,ABAS-INPUT,c336d6e7dad93f7babac40fd9034a98bdf873a2272de67f011943258aa972dbe,5000,1000,C,CREDIT-U,CREDIT-U,22:52.3,22:52.7
ICIdr1744181557rDAgVZijJqSWIy5LMJjd,ABAS-INPUT,4a48cf4dcbf1ac7953fe2ec3b020aaa1220649233f405af0a469e065dfad81d5,1000,1000,C,CREDIT-U,CREDIT-U,22:52.3,22:52.7
IDFoXDHqdOHI87FYqtP16cYPMZzUElWc5qA,ABAS-OUTPUT,64fe879c00885633e42f0f9763b3a07f850c90d8306c7599a58578db272af2b2,150,150,R,REDEEM-U,UPI,35:34.4,39:34.6
IDFSYSTXN82bca700c5dd4f7c92c26854d6,ABAS-OUTPUT,6567e4ca7263cb1f91d8f137055261eb90dd05ffcff3afd5838044af798666e6,34212,1200,C,REDEEM-U,REDEEM-U,12:31.8,12:32.2
IDFSYSTXNa5a107c635c746cf8d6721b0cd,ABAS-INPUT,6567e4ca7263cb1f91d8f137055261eb90dd05ffcff3afd5838044af798666e6,34212,100,P,REDEEM-U,REDEEM-U,32:52.4,
BANKREBAL32a17449911b4924bdefcf987d,ABAS-BANK-INPUT,65869ca368cf5ddd5869595fdc53375386e4d16ed7d4361bc4df2aea71dc409d,165558,654173,C,ABAS-BANK-MERGE,,00:02.7,
BANKREBAL9b283941f2544f769b899323f8,ABAS-BANK-OUTPUT,65869ca368cf5ddd5869595fdc53375386e4d16ed7d4361bc4df2aea71dc409d,165558,165558,C,ABAS-BANK-MERGE,,00:02.8,
BANKREBALc36693845ae4477a90d040b0dc,ABAS-BANK-INPUT,659564a5907209081751004ab2b6b29f64d2faa4d8a4577c5bf01e1892cd0603,95000,505485,C,ABAS-BANK-MERGE,,00:00.8,
IDF911d3399a2d040b08a5f9c5a6c2fb2e2,ABAS-OUTPUT,659564a5907209081751004ab2b6b29f64d2faa4d8a4577c5bf01e1892cd0603,95000,95000,C,REDEEM-U,REDEEM-U,41:11.3,41:11.6
IDF8e9d62036cda4d289d06a8bd057b2819,ABAS-BANK-OUTPUT,6595c08365e6b32cfbe85b856c6311185ce964b6418cac617dfb91482f2a8b97,100,100,C,ISSUE-U,ISSUE-U,12:36.7,12:36.7
IDF8e9d62036cda4d289d06a8bd057b2819,ABAS-INPUT,6595c08365e6b32cfbe85b856c6311185ce964b6418cac617dfb91482f2a8b97,100,100,C,ISSUE-U,ISSUE-U,12:36.7,12:36.7
IDFquUIsGBerer125mQwWuLDOEizJS9SU0m,ABAS-INPUT,6622bb92af6a1ab71b7bbe979882509fff28b865fdd91cc9b616e3f13adba4f3,196901,1100,R,PAY-OFFUS,PAY-OFFUS,26:09.1,26:11.1
IDFxNYXNug8YdRI4Vd7js85VRWzx0DFwN1R,ABAS-OUTPUT,6622bb92af6a1ab71b7bbe979882509fff28b865fdd91cc9b616e3f13adba4f3,196901,500,C,PAY-OFFUS,PAY-OFFUS,08:13.9,08:16.0
IDF5DJqa0VmAVGliVxMChJUU6K9QpQqsh2m,ABAS-INPUT,6629d7f9425875472cc2005c881a2e9244b2cd5f2e7f696af9ea746f124b5ac6,61900,200,C,PAY-OFFUS,PAY-OFFUS,56:59.4,57:00.3
IDFms7HOcgfaqgTNs5t14Yep5P7lbdPm2WM,ABAS-OUTPUT,6629d7f9425875472cc2005c881a2e9244b2cd5f2e7f696af9ea746f124b5ac6,61900,1000,C,ISSUE-U,ISSUE-U,41:41.1,41:41.1
IDFVSWtAU1kdFT1RmmaxtlMClfF3U4D2TXN,ABAS-OUTPUT,662d8d363bc9570d432fdb2eb1a842045ce377d7f0db6a126e5a8843106b9adf,208488,20,C,PAY-ONUS,PAY-ONUS,47:41.8,47:42.3
IDFWurBrYi43iKsn1DpCnQKs5ngsdyQ8p6B,ABAS-INPUT,662d8d363bc9570d432fdb2eb1a842045ce377d7f0db6a126e5a8843106b9adf,208488,6,C,PAY-ONUS,PAY-ONUS,48:38.3,48:38.8
BANKREBAL8475cb4e20234ce2b46662e4f5,ABAS-BANK-INPUT,663b65da1ccab6a8b63ec5d36af2d4a53ca23e0b582e559b2e164933a5c230d1,993233,5251011,C,ABAS-BANK-MERGE,,48:00.1,
R-2025-RD-6520-7dbd8bc95ff14,ABAS-OUTPUT,663b65da1ccab6a8b63ec5d36af2d4a53ca23e0b582e559b2e164933a5c230d1,993233,6767,P,REDEEM-B,REDEEM-B,46:20.7,
PNBmhbMWx5BlAIFqJmBgavXPBdlmjlN6uOH,ABAS-INPUT,bb581d4663e82302a01573e541647141773da0088c96a0582b8e7ad66d3c199f,100,100,C,CREDIT-U,CREDIT-U,30:27.0,30:27.4
IDFoFgcs71X87z26mteQjfdZ1U46Mx2Q4Yy,ABAS-BANK-INPUT,665dd52d5070847bf5d1e95a584a294861bcff7fa469f4620d02630a4d3bac0e,300,1099,C,ISSUE-U,ISSUE-U,37:45.9,37:46.0
IDFRvX75ozqBCYD16FpYkZSkI3IBKYOwSe4,ABAS-OUTPUT,665dd52d5070847bf5d1e95a584a294861bcff7fa469f4620d02630a4d3bac0e,300,300,C,REDEEM-U,REDEEM-U,36:38.3,36:40.5
BANKREBAL5087d14586ec47359d41bacb3e,ABAS-BANK-INPUT,666890bd93cd73245f57d653ce186c37115a76112cd3a3e1cf4f4f6d8878f153,3000,254011,C,ABAS-BANK-MERGE,,21:00.1,
IDFa3cc798c8fc14200a2c59261a8d78cd3,ABAS-BANK-OUTPUT,666890bd93cd73245f57d653ce186c37115a76112cd3a3e1cf4f4f6d8878f153,3000,3000,C,ISSUE-U,ISSUE-U,16:08.2,16:08.7
